participant,group,condition,item_no,advTYPE,context_sentence,region1_text,region2_text,region3_text,region4_text,full_sentence,critical_token,R1_rt,R2_rt,R3_rt,R4_rt,R2_rt_resid,R3_rt_resid
7147824,Ebilinguals,FR_Word_order,SVadvP_15,frequency,That store sells great sandwiches.,The woman, bought sometimes, a sandwich, for lunch.,The woman bought sometimes a sandwich for lunch.,sometimes,1891.0,1757.6,,1601.5,402.89975049619034,
7147824,Ebilinguals,EN_Word_order,SadvPV_18,manner,It's not easy to run away from a wild animal.,Winston, slowly moved, his feet, after seeing the wolf.,Winston slowly moved his feet after seeing the wolf.,slowly,1727.5,1614.8,2088.6,2945.1,335.8002871600645,992.051504538786
7147824,Ebilinguals,FR_Word_order,SVadvP_29,manner,Nobody was listening to the host speaking.,The boy, sent quietly, an email, through his phone.,The boy sent quietly an email through his phone.,quietly,1692.7,1766.7,1612.0,2055.6,487.7002871600646,515.4515045387861
7147824,Ebilinguals,EN_Word_order,SadvPV_21,manner,No one has been to that house recently.,The man, suddenly discovered, a cloak, in the old garage.,The man suddenly discovered a cloak in the old garage.,suddenly,,1705.5,1765.6,1651.6,294.02434799828484,679.1483412864216
7147824,Ebilinguals,FR_Word_order,SVadvP_28,manner,"Again, it was the reading time.",Linda, opened slowly, that book, on the table. ,Linda opened slowly that book on the table.,slowly,1768.3,,1888.3,2042.3,,781.6546677911504
7147824,Ebilinguals,FR_Word_order,SVadvP_13,frequency,It is exhausting to drive for a whole day.,That driver, drinks often, some wine, after coming home.,That driver drinks often some wine after coming home.,often,1969.8,2154.9,1848.6,2236.0,875.9002871600646,741.9546677911503
7147824,Ebilinguals,EN_Word_order,SadvPV_05,frequency,It is boring to spend several hours on a flight.,Kevin, often reads, a storybook, on the plane.,Kevin often reads a storybook on the plane.,often,,2452.4,,2383.7,1192.3254213260332,
7147824,Ebilinguals,EN_Word_order,SadvPV_02,frequency,It is funny to talk about someone's habits.,Mary, always cleans, her backpack, after school.,Mary always cleans her backpack after school.,always,,,1472.7,2173.3,,335.7641575482437
7147824,Ebilinguals,EN_Word_order,SadvPV_23,manner,It was a beautiful morning.,That lady, slowly peeled, a banana, before making coffee.,That lady slowly peeled a banana before making coffee.,slowly,,2105.5,1904.2,2402.3,807.575152994096,807.6515045387862
7147824,Ebilinguals,FR_Word_order,SVadvP_12,frequency,There is always a beggar sitting beside the gate.,The girl, drops usually, three coins, for the beggar.,The girl drops usually three coins for the beggar.,usually,,2190.8,2249.3,2652.9,892.8751529940962,1122.4609942958796
7147824,Ebilinguals,FR_Word_order,SVadvP_31,manner,Everybody was watching the show.,The policeman, entered suddenly, the hall, through a window.,The policeman entered suddenly the hall through a window.,suddenly,,2329.5,2196.3,2659.1,974.7997504961904,1099.7515045387863
7147824,Ebilinguals,EN_Word_order,SadvPV_17,manner,There was a power outage going on.,That lady, quickly washed, her clothes, with her own hands.,That lady quickly washed her clothes with her own hands.,quickly,1771.1,1925.1,2457.3,1912.0,608.2500188281274,1330.4609942958796
7147909,Ebilinguals,EN_Word_order,SadvPV_23,manner,It was a beautiful morning.,That lady, slowly peeled, a banana, before making coffee.,That lady slowly peeled a banana before making coffee.,slowly,877.2,2334.3,938.2,1450.9,1036.3751529940962,-158.34849546121382
7147909,Ebilinguals,EN_Word_order,SadvPV_20,manner,This is a fantastic basketball game.,Tracy, carefully shot, the last ball, before the game ended.,Tracy carefully shot the last ball before the game ended.,carefully,937.2,1276.5,1034.3,1249.8,-40.349981171872514,-112.7326791993919
7147909,Ebilinguals,EN_Word_order,SadvPV_02,frequency,It is funny to talk about someone's habits.,Mary, always cleans, her backpack, after school.,Mary always cleans her backpack after school.,always,815.9,1343.3,1153.0,878.6,45.37515299409597,16.064157548243656
7147909,Ebilinguals,EN_Word_order,SadvPV_18,manner,It's not easy to run away from a wild animal.,Winston, slowly moved, his feet, after seeing the wolf.,Winston slowly moved his feet after seeing the wolf.,slowly,578.1,1105.3,949.9,1232.5,-173.6997128399355,-146.64849546121388
7147909,Ebilinguals,EN_Word_order,SadvPV_03,frequency,Some people just like to do gardening themselves.,Tom, sometimes bought, flower seeds, before dinner.,Tom sometimes bought flower seeds before dinner.,sometimes,598.1,1783.2,907.0,2234.8,428.4997504961905,-229.93584245175634
7147909,Ebilinguals,FR_Word_order,SVadvP_25,manner,The meeting was already over.,Mary, held carefully, the paper, after finishing talking.,Mary held carefully the paper after finishing talking.,carefully,671.5,1041.9,958.8,1246.7,-274.9499811718724,-147.84533220884964
7147909,Ebilinguals,FR_Word_order,SVadvP_14,frequency,There is no difficult assignment for this online course.,The students, submit always, their essays, before deadlines.,The students submit always their essays before deadlines.,always,562.5,529.0,1074.6,1080.1,-768.924847005904,-62.335842451756434
7147909,Ebilinguals,EN_Word_order,SadvPV_04,frequency,Garage sales are interesting.,Jimmy, usually sells, blue berries, in the garage.,Jimmy usually sells blue berries in the garage.,usually,648.2,845.5,1432.2,873.4,-452.424847005904,295.2641575482437
7147909,Ebilinguals,FR_Word_order,SVadvP_27,manner,A storm was just on the way.,Michael, closed quickly, the window, in the corner.,Michael closed quickly the window in the corner.,quickly,581.4,979.0,779.2,1195.8,-337.8499811718725,-337.54216895648506
7147909,Ebilinguals,FR_Word_order,SVadvP_10,frequency,Many people like to cook at home.,Linda, cooks always, sweet food, for the holidays.,Linda cooks always sweet food for the holidays.,always,506.3,551.5,1125.7,1092.4,-727.4997128399355,8.957831043514943
7147909,Ebilinguals,EN_Word_order,SadvPV_19,manner,Everybody was sleeping.,The man, quietly checked, the door, before he closed it.,The man quietly checked the door before he closed it.,quietly,1286.7,1128.6,932.0,1195.7,-207.17511533784113,-164.54849546121386
7147909,Ebilinguals,FR_Word_order,SVadvP_32,manner,It was 10am on a Monday.,That woman, combed quickly, her hair, before leaving home.,That woman combed quickly her hair before leaving home.,quickly,664.5,1450.1,1182.2,1039.7,133.2500188281274,85.65150453878618
7147909,Ebilinguals,FR_Word_order,SVadvP_30,manner,There was not a single fish in the river.,The man, removed carefully, the hook, before leaving.,The man removed carefully the hook before leaving.,carefully,525.8,1314.3,799.2,1553.3,-59.32538366977815,-297.3484954612138
7147909,Ebilinguals,FR_Word_order,SVadvP_26,manner,Nobody wanted to say a word.,The manager, shredded suddenly, the script paper, after the speech.,The manager shredded suddenly the script paper after the speech.,suddenly,631.1,1099.9,939.8,1287.3,-273.725383669778,-237.52318944229864
7147909,Ebilinguals,EN_Word_order,SadvPV_08,frequency,Nobody knows how big their yard is.,The dog, usually catches, a frisbee, in the yard.,The dog usually catches a frisbee in the yard.,usually,472.2,866.8,931.3,878.4,-468.9751153378411,-175.34533220884964
7147909,Ebilinguals,EN_Word_order,SadvPV_17,manner,There was a power outage going on.,That lady, quickly washed, her clothes, with her own hands.,That lady quickly washed her clothes with her own hands.,quickly,581.1,1256.4,785.6,1311.2,-60.44998117187242,-341.2390057041206
7147909,Ebilinguals,FR_Word_order,SVadvP_15,frequency,That store sells great sandwiches.,The woman, bought sometimes, a sandwich, for lunch.,The woman bought sometimes a sandwich for lunch.,sometimes,967.9,908.3,877.5,630.3,-446.4002495038096,-239.2421689564851
7147909,Ebilinguals,FR_Word_order,SVadvP_12,frequency,There is always a beggar sitting beside the gate.,The girl, drops usually, three coins, for the beggar.,The girl drops usually three coins for the beggar.,usually,1072.8,979.7,911.7,790.9,-318.22484700590394,-215.13900570412056
7147909,Ebilinguals,EN_Word_order,SadvPV_07,frequency,It is a big house with six bedrooms.,That girl, sometimes heard, loud music, during sleeping.,That girl sometimes heard loud music during sleeping.,sometimes,597.2,1217.5,812.2,1033.5,-118.27511533784104,-304.54216895648506
7147909,Ebilinguals,FR_Word_order,SVadvP_16,frequency,Some people like to save money for the future.,John, saves usually, ten dollars, every day.,John saves usually ten dollars every day.,usually,613.0,966.6,699.1,893.7,-331.32484700590396,-427.7390057041206
7147909,Ebilinguals,EN_Word_order,SadvPV_24,manner,There is an old car in the yard.,John, quietly cleans, the surface, every afternoon.,John quietly cleans the surface every afternoon.,quietly,741.4,1028.5,849.4,1655.2,-288.3499811718725,-277.43900570412063
7147909,Ebilinguals,EN_Word_order,SadvPV_21,manner,No one has been to that house recently.,The man, suddenly discovered, a cloak, in the old garage.,The man suddenly discovered a cloak in the old garage.,suddenly,509.3,658.1,1521.6,2103.2,-753.3756520017151,435.14834128642156
7147909,Ebilinguals,FR_Word_order,SVadvP_28,manner,"Again, it was the reading time.",Linda, opened slowly, that book, on the table. ,Linda opened slowly that book on the table.,slowly,533.1,979.6,742.4,1266.2,-318.32484700590396,-364.2453322088496
7147909,Ebilinguals,FR_Word_order,SVadvP_13,frequency,It is exhausting to drive for a whole day.,That driver, drinks often, some wine, after coming home.,That driver drinks often some wine after coming home.,often,783.4,1176.5,795.3,890.2,-102.49971283993546,-311.34533220884964
7147909,Ebilinguals,FR_Word_order,SVadvP_29,manner,Nobody was listening to the host speaking.,The boy, sent quietly, an email, through his phone.,The boy sent quietly an email through his phone.,quietly,502.1,1802.2,798.7,923.5,523.2002871600646,-297.8484954612138
7147909,Ebilinguals,FR_Word_order,SVadvP_11,frequency,There are many ways to pay a bill.,The man, transferred sometimes, some money, with a mobile phone.,The man transferred sometimes some money with a mobile phone.,sometimes,511.7,1126.3,766.4,1005.9,-323.0259203336525,-350.3421689564851
7147909,Ebilinguals,EN_Word_order,SadvPV_06,frequency,There is a river nearby their house.,The boy, always catches, big fish, in that river.,The boy always catches big fish in that river.,always,519.0,1005.8,783.2,956.6,-311.04998117187256,-313.3484954612138
7147909,Ebilinguals,FR_Word_order,SVadvP_09,frequency,There was a storm coming.,Lisa, changed suddenly, her path, after hanging up the phone.,Lisa changed suddenly her path after hanging up the phone.,suddenly,549.9,1172.5,911.9,1218.5,-182.20024950380957,-184.64849546121388
7147909,Ebilinguals,EN_Word_order,SadvPV_22,manner,Enemies were approaching.,Harry, quickly swang, his wand, for an old spell.,Harry quickly swang his wand for an old spell.,quickly,584.4,988.4,1030.0,1961.8,-309.524847005904,-66.54849546121386
7147909,Ebilinguals,EN_Word_order,SadvPV_05,frequency,It is boring to spend several hours on a flight.,Kevin, often reads, a storybook, on the plane.,Kevin often reads a storybook on the plane.,often,676.1,1072.4,797.2,789.8,-187.67457867396683,-329.63900570412056
7148799,Ebilinguals,FR_Word_order,SVadvP_14,frequency,There is no difficult assignment for this online course.,The students, submit always, their essays, before deadlines.,The students submit always their essays before deadlines.,always,691.7,1534.5,979.9000001,1244.1,236.57515299409602,-157.0358423517563
7148799,Ebilinguals,FR_Word_order,SVadvP_12,frequency,There is always a beggar sitting beside the gate.,The girl, drops usually, three coins, for the beggar.,The girl drops usually three coins for the beggar.,usually,516.8,1819.8,1084.3,861.0999999,521.875152994096,-42.539005704120655
7148799,Ebilinguals,FR_Word_order,SVadvP_13,frequency,It is exhausting to drive for a whole day.,That driver, drinks often, some wine, after coming home.,That driver drinks often some wine after coming home.,often,658.5999999,1330.2,1113.3,882.6000001,51.20028716006459,6.654667791150359
7148799,Ebilinguals,EN_Word_order,SadvPV_20,manner,This is a fantastic basketball game.,Tracy, carefully shot, the last ball, before the game ended.,Tracy carefully shot the last ball before the game ended.,carefully,570.3999999,1499.1,858.3000002,1078.6,182.2500188281274,-288.73267899939185
7148799,Ebilinguals,FR_Word_order,SVadvP_15,frequency,That store sells great sandwiches.,The woman, bought sometimes, a sandwich, for lunch.,The woman bought sometimes a sandwich for lunch.,sometimes,686.7,1672.0,758.3999999,613.6999998,317.2997504961904,-358.3421690564851
7148799,Ebilinguals,EN_Word_order,SadvPV_17,manner,There was a power outage going on.,That lady, quickly washed, her clothes, with her own hands.,That lady quickly washed her clothes with her own hands.,quickly,541.3,1630.8,1235.3,2274.2,313.95001882812744,108.46099429587935
7148799,Ebilinguals,EN_Word_order,SadvPV_24,manner,There is an old car in the yard.,John, quietly cleans, the surface, every afternoon.,John quietly cleans the surface every afternoon.,quietly,583.2,995.5999999,880.7,1567.6,-321.24998127187257,-246.13900570412056
7148799,Ebilinguals,EN_Word_order,SadvPV_05,frequency,It is boring to spend several hours on a flight.,Kevin, often reads, a storybook, on the plane.,Kevin often reads a storybook on the plane.,often,575.8999999,951.3999999,935.1000001,911.3000002,-308.6745787739669,-191.73900560412062
7148799,Ebilinguals,EN_Word_order,SadvPV_01,frequency,Everybody has a hobby.,John,often watches,television,at home.,John often watches television at home.,often,665.6000001,1051.5,910.5999999,1119.4,-227.49971283993546,-196.04533230884965
7148799,Ebilinguals,FR_Word_order,SVadvP_27,manner,A storm was just on the way.,Michael, closed quickly, the window, in the corner.,Michael closed quickly the window in the corner.,quickly,781.0,1233.7,1046.2,1328.7,-83.14998117187247,-70.54216895648506
7148799,Ebilinguals,EN_Word_order,SadvPV_04,frequency,Garage sales are interesting.,Jimmy, usually sells, blue berries, in the garage.,Jimmy usually sells blue berries in the garage.,usually,542.3999999,1279.7,1654.0,1220.0,-18.22484700590394,517.0641575482437
7148799,Ebilinguals,EN_Word_order,SadvPV_19,manner,Everybody was sleeping.,The man, quietly checked, the door, before he closed it.,The man quietly checked the door before he closed it.,quietly,559.8,1571.2,1153.3,1313.5,235.424884662159,56.751504538786094
